"","X","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","r","close"
"285",285,9.97909548920238,0,0,0,0,0,7.04870836825557,7.67069079532709,0,0,0.450285855060277,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,8.78768657623596,"FALSE"
"286",286,10.3084218710217,0,0,0,0,0,2.88300196820287,1.75994527088726,0,2.16554130835252,0.571542254592264,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,7.54060690849693,"FALSE"
"287",287,11.2632797549974,0,0,0,0,0,8.37573687761616,4.25563472692002,0,2.13250772598499,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.4449887190156,"FALSE"
"288",288,7.27215086845612,0,0,0,0,0,9.56169209971606,6.55530146247681,0,2.68881061364283,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.6148030329484,"FALSE"
"289",289,8.80635766367347,0,0,0,0,0,10.8744438199114,3.10228054115747,0,0,0,0,6.79812837450755,1,0,0,0,0,0,1,1,0,0,0,0,1,12.4294258563159,"FALSE"
"290",290,6.74060504669939,0,0,0,0,0,12.4826706587393,7.27918206078681,0,0,0,0,6.70082462990552,1,0,0,0,0,0,1,1,0,0,0,0,1,13.0910533388202,"FALSE"
"291",291,12.4148782511733,0,0,0,0,0,4.87753939871745,4.19687843270906,0,0,0,0,6.60883401903507,1,0,0,0,0,0,1,1,0,0,0,0,1,12.1646224770673,"FALSE"
"292",292,11.1790977639323,0,0,0,0,0,12.390155899465,4.65546157225119,0,0,0,0,13.3887236484078,1,0,0,0,0,0,1,1,0,0,0,0,1,14.3077273052621,"FALSE"
"293",293,10.771952367457,0,0,0,0,0,13.1813759882707,2.69811748071632,0,0,0,0,10.9623742148238,1,0,0,0,0,0,1,1,0,0,0,0,1,13.6251468099239,"FALSE"
"294",294,13.8024992215133,0,0,0,0,0,9.69556552121992,6.42953506158808,0,0,0,0,11.5465001378547,1,0,0,0,0,0,1,1,0,0,0,0,1,14.2111272452639,"FALSE"
"295",295,6.06622209757501,0,0,0,0,0,12.5327380339181,4.07900536931099,0,0,0,0,4.61009508284321,1,0,0,0,0,0,1,1,0,0,0,0,1,12.1281251304002,"FALSE"
"296",296,15.1096084858694,0,0,0,0,0,12.5393845051321,10.2954650714299,0,0,0,0,7.50100928190471,1,0,0,0,0,0,1,1,0,0,0,0,1,14.6913999537873,"FALSE"
"297",297,13.1587280631691,0,0,0,0,0,13.2622051166867,10.3190341050075,0,0,0,0,7.5832803448597,1,0,0,0,0,0,1,1,0,0,0,0,1,14.5866611517609,"FALSE"
"298",298,17.2610629981233,0,0,0,0,0,14.7390869169269,10.7695875020677,0,0,0,0,15.5235920526949,1,0,0,0,0,0,1,1,0,0,0,0,1,16.7077037214073,"FALSE"
"299",299,16.1335219044048,0,0,0,0,0,13.6016961319345,9.81602656988273,0,0,0,0,13.5789164877697,1,0,0,0,0,0,1,1,0,0,0,0,1,15.9277187448747,"FALSE"
"300",300,9.19800504124413,0,0,0,0,0,21.0866811467127,2.95842794939095,0,0,0,0,21.6778984944491,1,0,0,0,0,0,1,1,0,0,0,0,1,16.4327253298826,"FALSE"
